Age,Age_Group,Gender,Avg_Daily_Screen_Time_hr,awareness,Primary_Device,Device_Category,Screen_Size,Exceeded_Recommended_Limit,Educational_to_Recreational_Ratio,Health_Impacts,Health_Impact_Category,Urban_or_Rural
17,Late teens,Female,3.37,Need Attention,Tablet,Portable,<30,True,0.31,Anxiety,Mental,Urban
12,Pre-teens,Female,4.15,Need Attention,Tablet,Portable,<30,True,0.41,"Poor Sleep, Anxiety",Mental,Rural
12,Pre-teens,Female,2.41,No harm,TV,Wallmounted,>30,False,0.32,No health impacts,No Impact,Urban
18,Late teens,Male,4.18,Need Attention,Smartphone,Portable,<30,True,0.41,Eye Strain,Physical,Urban
14,Teenagers,Male,4.33,Need Attention,Smartphone,Portable,<30,True,0.46,"Poor Sleep, Eye Strain",Both Physical and Mental,Urban
11,Pre-teens,Male,5.63,Need Attention,TV,Wallmounted,>30,True,0.43,"Poor Sleep, Eye Strain, Anxiety",Both Physical and Mental,Rural
11,Pre-teens,Female,2.74,No harm,Smartphone,Portable,<30,False,0.47,No health impacts,No Impact,Rural
16,Teenagers,Female,3.62,Need Attention,Smartphone,Portable,<30,True,0.33,No health impacts,No Impact,Rural
13,Teenagers,Female,3.17,Need Attention,TV,Wallmounted,>30,True,0.32,Eye Strain,Physical,Rural
11,Pre-teens,Male,3.65,Need Attention,Smartphone,Portable,<30,True,0.5,Eye Strain,Physical,Urban
9,Pre-teens,Female,7.01,Moderate Concern,Smartphone,Portable,<30,True,0.54,Poor Sleep,Mental,Rural
13,Teenagers,Female,5.52,Need Attention,Smartphone,Portable,<30,True,0.39,"Poor Sleep, Eye Strain",Both Physical and Mental,Rural
9,Pre-teens,Female,0.19,No harm,Smartphone,Portable,<30,False,0.45,No health impacts,No Impact,Rural
12,Pre-teens,Male,5.94,Need Attention,Laptop,Portable,<30,True,0.45,No health impacts,No Impact,Urban
13,Teenagers,Female,5.29,Need Attention,Smartphone,Portable,<30,True,0.34,Poor Sleep,Mental,Urban
11,Pre-teens,Male,3.87,Need Attention,Smartphone,Portable,<30,True,0.46,Anxiety,Mental,Rural
10,Pre-teens,Male,5.83,Need Attention,Smartphone,Portable,<30,True,0.59,Poor Sleep,Mental,Urban
14,Teenagers,Male,2.43,No harm,Laptop,Portable,<30,False,0.39,No health impacts,No Impact,Urban
9,Pre-teens,Male,1.64,No harm,Smartphone,Portable,<30,False,0.46,No health impacts,No Impact,Urban
18,Late teens,Female,5.6,Need Attention,Smartphone,Portable,<30,True,0.35,"Poor Sleep, Eye Strain",Both Physical and Mental,Rural
13,Teenagers,Male,3.13,Need Attention,TV,Wallmounted,>30,True,0.37,"Eye Strain, Anxiety, Obesity Risk",Both Physical and Mental,Rural
11,Pre-teens,Female,4.72,Need Attention,Smartphone,Portable,<30,True,0.32,"Poor Sleep, Eye Strain",Both Physical and Mental,Rural
13,Teenagers,Male,5.59,Need Attention,Smartphone,Portable,<30,True,0.42,"Poor Sleep, Eye Strain",Both Physical and Mental,Urban
11,Pre-teens,Female,3.12,Need Attention,TV,Wallmounted,>30,True,0.31,"Poor Sleep, Anxiety",Mental,Urban
11,Pre-teens,Male,5.46,Need Attention,Smartphone,Portable,<30,True,0.45,"Poor Sleep, Anxiety",Mental,Urban
11,Pre-teens,Female,2.09,No harm,Tablet,Portable,<30,False,0.36,No health impacts,No Impact,Urban
16,Teenagers,Male,5.42,Need Attention,Smartphone,Portable,<30,True,0.48,"Poor Sleep, Eye Strain",Both Physical and Mental,Urban
14,Teenagers,Female,4.7,Need Attention,Smartphone,Portable,<30,True,0.43,Eye Strain,Physical,Urban
10,Pre-teens,Male,8.19,Moderate Concern,TV,Wallmounted,>30,True,0.57,Poor Sleep,Mental,Urban
10,Pre-teens,Female,4.3,Need Attention,Tablet,Portable,<30,True,0.41,Poor Sleep,Mental,Urban
13,Teenagers,Female,4.92,Need Attention,TV,Wallmounted,>30,True,0.43,Poor Sleep,Mental,Urban
13,Teenagers,Male,5.45,Need Attention,TV,Wallmounted,>30,True,0.35,Anxiety,Mental,Rural
11,Pre-teens,Female,6.5,Moderate Concern,Laptop,Portable,<30,True,0.38,"Poor Sleep, Eye Strain",Both Physical and Mental,Urban
16,Teenagers,Male,3.78,Need Attention,Tablet,Portable,<30,True,0.36,Eye Strain,Physical,Rural
11,Pre-teens,Male,4.88,Need Attention,Smartphone,Portable,<30,True,0.35,"Poor Sleep, Obesity Risk",Both Physical and Mental,Urban
16,Teenagers,Female,5.84,Need Attention,TV,Wallmounted,>30,True,0.41,Poor Sleep,Mental,Urban
11,Pre-teens,Male,2.88,No harm,Laptop,Portable,<30,False,0.45,No health impacts,No Impact,Urban
9,Pre-teens,Male,4.74,Need Attention,TV,Wallmounted,>30,True,0.56,Poor Sleep,Mental,Urban
9,Pre-teens,Female,6.56,Moderate Concern,Tablet,Portable,<30,True,0.58,Eye Strain,Physical,Urban
12,Pre-teens,Female,2.73,No harm,Smartphone,Portable,<30,False,0.33,No health impacts,No Impact,Rural
11,Pre-teens,Female,5.79,Need Attention,Smartphone,Portable,<30,True,0.39,"Poor Sleep, Eye Strain",Both Physical and Mental,Rural
14,Teenagers,Female,3.74,Need Attention,TV,Wallmounted,>30,True,0.47,Eye Strain,Physical,Rural
18,Late teens,Male,4.84,Need Attention,TV,Wallmounted,>30,True,0.44,No health impacts,No Impact,Urban
12,Pre-teens,Female,5.08,Need Attention,Laptop,Portable,<30,True,0.48,"Eye Strain, Anxiety",Both Physical and Mental,Rural
13,Teenagers,Male,2.11,No harm,Smartphone,Portable,<30,False,0.4,No health impacts,No Impact,Rural
17,Late teens,Female,2.33,No harm,Smartphone,Portable,<30,False,0.37,No health impacts,No Impact,Urban
11,Pre-teens,Male,6.16,Moderate Concern,Smartphone,Portable,<30,True,0.31,"Poor Sleep, Eye Strain",Both Physical and Mental,Rural
9,Pre-teens,Female,4.75,Need Attention,Tablet,Portable,<30,True,0.57,Poor Sleep,Mental,Urban
17,Late teens,Male,5.02,Need Attention,TV,Wallmounted,>30,True,0.34,No health impacts,No Impact,Rural
16,Teenagers,Male,4.97,Need Attention,TV,Wallmounted,>30,True,0.44,No health impacts,No Impact,Urban
17,Late teens,Female,5.1,Need Attention,TV,Wallmounted,>30,True,0.47,No health impacts,No Impact,Urban
14,Teenagers,Female,3.44,Need Attention,TV,Wallmounted,>30,True,0.41,No health impacts,No Impact,Urban
11,Pre-teens,Male,4.61,Need Attention,Smartphone,Portable,<30,True,0.42,Eye Strain,Physical,Urban
10,Pre-teens,Male,3.53,Need Attention,TV,Wallmounted,>30,True,0.49,"Poor Sleep, Eye Strain",Both Physical and Mental,Urban
17,Late teens,Female,4.57,Need Attention,Laptop,Portable,<30,True,0.36,Anxiety,Mental,Urban
10,Pre-teens,Female,3.53,Need Attention,Smartphone,Portable,<30,True,0.5,Eye Strain,Physical,Urban
16,Teenagers,Female,2.52,No harm,Laptop,Portable,<30,False,0.3,No health impacts,No Impact,Rural
12,Pre-teens,Female,5.77,Need Attention,TV,Wallmounted,>30,True,0.48,"Poor Sleep, Eye Strain",Both Physical and Mental,Rural
10,Pre-teens,Male,7.52,Moderate Concern,Smartphone,Portable,<30,True,0.49,"Poor Sleep, Anxiety",Mental,Urban
12,Pre-teens,Female,5.33,Need Attention,Smartphone,Portable,<30,True,0.37,Poor Sleep,Mental,Urban
9,Pre-teens,Female,7.08,Moderate Concern,TV,Wallmounted,>30,True,0.54,No health impacts,No Impact,Urban
18,Late teens,Female,3.71,Need Attention,Smartphone,Portable,<30,True,0.5,No health impacts,No Impact,Urban
11,Pre-teens,Male,4.82,Need Attention,Smartphone,Portable,<30,True,0.43,No health impacts,No Impact,Urban
17,Late teens,Female,5.82,Need Attention,Laptop,Portable,<30,True,0.38,"Eye Strain, Anxiety",Both Physical and Mental,Urban
9,Pre-teens,Male,3.28,Need Attention,Smartphone,Portable,<30,True,0.49,"Eye Strain, Obesity Risk",Physical,Urban
9,Pre-teens,Male,3.43,Need Attention,Smartphone,Portable,<30,True,0.4,Poor Sleep,Mental,Urban
15,Teenagers,Female,5.01,Need Attention,Smartphone,Portable,<30,True,0.31,"Poor Sleep, Obesity Risk",Both Physical and Mental,Rural
8,Pre-teens,Male,5.12,Need Attention,TV,Wallmounted,>30,True,0.44,"Poor Sleep, Eye Strain",Both Physical and Mental,Urban
14,Teenagers,Male,3.94,Need Attention,TV,Wallmounted,>30,True,0.47,Poor Sleep,Mental,Rural
12,Pre-teens,Female,4.83,Need Attention,Smartphone,Portable,<30,True,0.37,Poor Sleep,Mental,Rural
18,Late teens,Female,7.09,Moderate Concern,TV,Wallmounted,>30,True,0.48,No health impacts,No Impact,Urban
15,Teenagers,Female,3.71,Need Attention,Smartphone,Portable,<30,True,0.3,Poor Sleep,Mental,Urban
8,Pre-teens,Male,4.55,Need Attention,Smartphone,Portable,<30,True,0.46,Anxiety,Mental,Urban
18,Late teens,Male,5.79,Need Attention,Smartphone,Portable,<30,True,0.34,"Poor Sleep, Eye Strain",Both Physical and Mental,Urban
14,Teenagers,Male,5.24,Need Attention,Smartphone,Portable,<30,True,0.48,"Poor Sleep, Anxiety",Mental,Rural
12,Pre-teens,Female,4.03,Need Attention,TV,Wallmounted,>30,True,0.34,Obesity Risk,Physical,Urban
11,Pre-teens,Female,3.62,Need Attention,Laptop,Portable,<30,True,0.39,"Poor Sleep, Anxiety",Mental,Urban
14,Teenagers,Female,4.24,Need Attention,Smartphone,Portable,<30,True,0.35,Eye Strain,Physical,Urban
17,Late teens,Female,3.45,Need Attention,Tablet,Portable,<30,True,0.33,Eye Strain,Physical,Rural
9,Pre-teens,Male,3.35,Need Attention,TV,Wallmounted,>30,True,0.56,"Poor Sleep, Anxiety",Mental,Rural
8,Pre-teens,Male,5.58,Need Attention,Tablet,Portable,<30,True,0.44,"Eye Strain, Anxiety",Both Physical and Mental,Urban
8,Pre-teens,Female,2.1,No harm,Smartphone,Portable,<30,True,0.46,No health impacts,No Impact,Urban
18,Late teens,Female,6.42,Moderate Concern,Laptop,Portable,<30,True,0.41,"Poor Sleep, Anxiety",Mental,Urban
8,Pre-teens,Female,0.4,No harm,Smartphone,Portable,<30,False,0.5,No health impacts,No Impact,Urban
12,Pre-teens,Female,2.67,No harm,Smartphone,Portable,<30,False,0.38,No health impacts,No Impact,Urban
17,Late teens,Female,4.48,Need Attention,Smartphone,Portable,<30,True,0.39,"Poor Sleep, Anxiety, Obesity Risk",Both Physical and Mental,Urban
14,Teenagers,Male,5.0,Need Attention,Smartphone,Portable,<30,True,0.45,Obesity Risk,Physical,Rural
9,Pre-teens,Male,0.43,No harm,TV,Wallmounted,>30,False,0.51,No health impacts,No Impact,Urban
17,Late teens,Male,7.52,Moderate Concern,Smartphone,Portable,<30,True,0.39,Poor Sleep,Mental,Urban
15,Teenagers,Male,4.96,Need Attention,TV,Wallmounted,>30,True,0.4,"Poor Sleep, Anxiety",Mental,Urban
11,Pre-teens,Male,4.13,Need Attention,Smartphone,Portable,<30,True,0.33,Eye Strain,Physical,Urban
10,Pre-teens,Female,5.56,Need Attention,TV,Wallmounted,>30,True,0.47,Poor Sleep,Mental,Urban
17,Late teens,Female,3.89,Need Attention,TV,Wallmounted,>30,True,0.48,Poor Sleep,Mental,Rural
18,Late teens,Male,4.53,Need Attention,Laptop,Portable,<30,True,0.42,No health impacts,No Impact,Urban
15,Teenagers,Female,3.97,Need Attention,TV,Wallmounted,>30,True,0.35,"Poor Sleep, Anxiety",Mental,Rural
9,Pre-teens,Male,9.16,High Concern,TV,Wallmounted,>30,True,0.48,"Poor Sleep, Anxiety",Mental,Urban
18,Late teens,Male,5.07,Need Attention,Smartphone,Portable,<30,True,0.31,No health impacts,No Impact,Urban
18,Late teens,Male,6.45,Moderate Concern,Smartphone,Portable,<30,True,0.41,"Poor Sleep, Eye Strain",Both Physical and Mental,Rural
10,Pre-teens,Female,4.71,Need Attention,TV,Wallmounted,>30,True,0.47,"Poor Sleep, Obesity Risk",Both Physical and Mental,Urban
10,Pre-teens,Male,2.07,No harm,Tablet,Portable,<30,True,0.46,No health impacts,No Impact,Rural
17,Late teens,Female,4.53,Need Attention,Smartphone,Portable,<30,True,0.37,Poor Sleep,Mental,Urban
18,Late teens,Female,4.21,Need Attention,Smartphone,Portable,<30,True,0.35,"Poor Sleep, Eye Strain, Anxiety",Both Physical and Mental,Rural
8,Pre-teens,Male,3.35,Need Attention,TV,Wallmounted,>30,True,0.48,Poor Sleep,Mental,Urban
13,Teenagers,Male,3.45,Need Attention,Tablet,Portable,<30,True,0.41,Anxiety,Mental,Urban
9,Pre-teens,Male,7.26,Moderate Concern,Tablet,Portable,<30,True,0.47,Poor Sleep,Mental,Rural
8,Pre-teens,Male,8.53,Moderate Concern,Smartphone,Portable,<30,True,0.46,Poor Sleep,Mental,Urban
9,Pre-teens,Female,4.15,Need Attention,Tablet,Portable,<30,True,0.48,Poor Sleep,Mental,Rural
13,Teenagers,Female,5.24,Need Attention,TV,Wallmounted,>30,True,0.36,No health impacts,No Impact,Urban
11,Pre-teens,Male,3.52,Need Attention,Laptop,Portable,<30,True,0.5,"Poor Sleep, Obesity Risk",Both Physical and Mental,Urban
13,Teenagers,Female,4.57,Need Attention,Smartphone,Portable,<30,True,0.47,No health impacts,No Impact,Urban
16,Teenagers,Female,6.53,Moderate Concern,Smartphone,Portable,<30,True,0.37,No health impacts,No Impact,Rural
17,Late teens,Female,4.47,Need Attention,Smartphone,Portable,<30,True,0.48,No health impacts,No Impact,Urban
17,Late teens,Female,4.16,Need Attention,Laptop,Portable,<30,True,0.36,"Poor Sleep, Anxiety",Mental,Urban
15,Teenagers,Female,4.64,Need Attention,Laptop,Portable,<30,True,0.39,"Poor Sleep, Anxiety",Mental,Urban
8,Pre-teens,Female,2.6,No harm,Smartphone,Portable,<30,True,0.47,No health impacts,No Impact,Rural
15,Teenagers,Female,4.73,Need Attention,Laptop,Portable,<30,True,0.32,Anxiety,Mental,Urban
16,Teenagers,Female,4.55,Need Attention,Smartphone,Portable,<30,True,0.41,"Poor Sleep, Anxiety",Mental,Urban
13,Teenagers,Female,3.57,Need Attention,TV,Wallmounted,>30,True,0.31,"Poor Sleep, Eye Strain",Both Physical and Mental,Urban
17,Late teens,Female,4.22,Need Attention,Smartphone,Portable,<30,True,0.46,Eye Strain,Physical,Rural
12,Pre-teens,Female,4.3,Need Attention,Laptop,Portable,<30,True,0.34,Poor Sleep,Mental,Urban
13,Teenagers,Male,4.74,Need Attention,Smartphone,Portable,<30,True,0.34,"Poor Sleep, Obesity Risk",Both Physical and Mental,Urban
13,Teenagers,Female,6.02,Moderate Concern,TV,Wallmounted,>30,True,0.45,"Poor Sleep, Anxiety",Mental,Urban
16,Teenagers,Female,3.73,Need Attention,Smartphone,Portable,<30,True,0.48,No health impacts,No Impact,Urban
11,Pre-teens,Female,6.24,Moderate Concern,TV,Wallmounted,>30,True,0.47,Poor Sleep,Mental,Rural
9,Pre-teens,Male,2.32,No harm,Smartphone,Portable,<30,True,0.43,No health impacts,No Impact,Urban
18,Late teens,Female,2.62,No harm,Smartphone,Portable,<30,False,0.4,No health impacts,No Impact,Urban
18,Late teens,Male,4.53,Need Attention,Laptop,Portable,<30,True,0.46,"Poor Sleep, Obesity Risk",Both Physical and Mental,Urban
16,Teenagers,Female,3.79,Need Attention,Laptop,Portable,<30,True,0.45,Poor Sleep,Mental,Urban
9,Pre-teens,Female,7.85,Moderate Concern,TV,Wallmounted,>30,True,0.46,No health impacts,No Impact,Urban
17,Late teens,Male,5.13,Need Attention,Smartphone,Portable,<30,True,0.4,"Poor Sleep, Obesity Risk",Both Physical and Mental,Rural
16,Teenagers,Male,6.66,Moderate Concern,TV,Wallmounted,>30,True,0.4,Obesity Risk,Physical,Urban
9,Pre-teens,Male,8.66,Moderate Concern,TV,Wallmounted,>30,True,0.44,No health impacts,No Impact,Urban
15,Teenagers,Male,4.52,Need Attention,TV,Wallmounted,>30,True,0.35,"Poor Sleep, Obesity Risk",Both Physical and Mental,Urban
16,Teenagers,Female,2.2,No harm,Laptop,Portable,<30,False,0.33,No health impacts,No Impact,Urban
17,Late teens,Female,5.52,Need Attention,Laptop,Portable,<30,True,0.35,Eye Strain,Physical,Urban
16,Teenagers,Female,5.49,Need Attention,Smartphone,Portable,<30,True,0.32,"Poor Sleep, Anxiety",Mental,Rural
17,Late teens,Female,5.4,Need Attention,Smartphone,Portable,<30,True,0.35,"Poor Sleep, Eye Strain",Both Physical and Mental,Rural
16,Teenagers,Male,4.23,Need Attention,Laptop,Portable,<30,True,0.45,Obesity Risk,Physical,Urban
9,Pre-teens,Female,2.87,No harm,TV,Wallmounted,>30,True,0.58,No health impacts,No Impact,Urban
11,Pre-teens,Male,3.75,Need Attention,Laptop,Portable,<30,True,0.46,Anxiety,Mental,Urban
14,Teenagers,Male,5.12,Need Attention,Tablet,Portable,<30,True,0.45,"Poor Sleep, Eye Strain",Both Physical and Mental,Rural
9,Pre-teens,Male,5.22,Need Attention,Tablet,Portable,<30,True,0.46,"Poor Sleep, Eye Strain",Both Physical and Mental,Rural
8,Pre-teens,Female,4.51,Need Attention,TV,Wallmounted,>30,True,0.45,"Poor Sleep, Obesity Risk",Both Physical and Mental,Rural
10,Pre-teens,Female,5.54,Need Attention,TV,Wallmounted,>30,True,0.54,Eye Strain,Physical,Rural
11,Pre-teens,Female,5.3,Need Attention,Smartphone,Portable,<30,True,0.48,Poor Sleep,Mental,Rural
15,Teenagers,Male,4.12,Need Attention,Smartphone,Portable,<30,True,0.47,Poor Sleep,Mental,Rural
13,Teenagers,Male,2.75,No harm,Tablet,Portable,<30,False,0.41,No health impacts,No Impact,Rural
18,Late teens,Male,5.72,Need Attention,Laptop,Portable,<30,True,0.39,Anxiety,Mental,Urban
9,Pre-teens,Male,0.0,No harm,TV,Wallmounted,>30,False,0.49,No health impacts,No Impact,Urban
16,Teenagers,Male,5.01,Need Attention,Tablet,Portable,<30,True,0.39,No health impacts,No Impact,Rural
9,Pre-teens,Male,3.17,Need Attention,Smartphone,Portable,<30,True,0.47,Poor Sleep,Mental,Rural
12,Pre-teens,Male,4.97,Need Attention,Smartphone,Portable,<30,True,0.36,Eye Strain,Physical,Rural
11,Pre-teens,Female,3.75,Need Attention,Laptop,Portable,<30,True,0.48,Poor Sleep,Mental,Urban
14,Teenagers,Male,3.04,Need Attention,Smartphone,Portable,<30,True,0.47,"Poor Sleep, Eye Strain",Both Physical and Mental,Urban
15,Teenagers,Female,5.62,Need Attention,Laptop,Portable,<30,True,0.43,Eye Strain,Physical,Rural
12,Pre-teens,Female,4.7,Need Attention,TV,Wallmounted,>30,True,0.36,Poor Sleep,Mental,Urban
17,Late teens,Male,3.11,Need Attention,Laptop,Portable,<30,True,0.43,"Poor Sleep, Anxiety",Mental,Urban
12,Pre-teens,Female,3.96,Need Attention,Smartphone,Portable,<30,True,0.4,Obesity Risk,Physical,Urban
9,Pre-teens,Male,5.61,Need Attention,Tablet,Portable,<30,True,0.44,Obesity Risk,Physical,Urban
15,Teenagers,Male,4.33,Need Attention,TV,Wallmounted,>30,True,0.38,Poor Sleep,Mental,Urban
9,Pre-teens,Female,7.37,Moderate Concern,TV,Wallmounted,>30,True,0.53,Poor Sleep,Mental,Rural
17,Late teens,Male,2.13,No harm,TV,Wallmounted,>30,False,0.5,No health impacts,No Impact,Urban
13,Teenagers,Female,4.05,Need Attention,Tablet,Portable,<30,True,0.39,Poor Sleep,Mental,Urban
15,Teenagers,Male,3.66,Need Attention,Smartphone,Portable,<30,True,0.42,Eye Strain,Physical,Rural
13,Teenagers,Male,3.08,Need Attention,TV,Wallmounted,>30,True,0.48,Eye Strain,Physical,Urban
11,Pre-teens,Male,2.99,No harm,Smartphone,Portable,<30,False,0.34,No health impacts,No Impact,Rural
11,Pre-teens,Male,7.52,Moderate Concern,Smartphone,Portable,<30,True,0.36,Poor Sleep,Mental,Rural
13,Teenagers,Female,3.44,Need Attention,Smartphone,Portable,<30,True,0.33,Eye Strain,Physical,Rural
11,Pre-teens,Male,4.05,Need Attention,TV,Wallmounted,>30,True,0.32,Poor Sleep,Mental,Rural
15,Teenagers,Male,3.71,Need Attention,Smartphone,Portable,<30,True,0.41,Poor Sleep,Mental,Urban
16,Teenagers,Female,5.4,Need Attention,TV,Wallmounted,>30,True,0.49,No health impacts,No Impact,Urban
8,Pre-teens,Female,6.92,Moderate Concern,Tablet,Portable,<30,True,0.43,No health impacts,No Impact,Rural
11,Pre-teens,Male,3.66,Need Attention,Smartphone,Portable,<30,True,0.37,"Poor Sleep, Anxiety",Mental,Urban
11,Pre-teens,Male,5.11,Need Attention,Smartphone,Portable,<30,True,0.34,"Poor Sleep, Eye Strain, Obesity Risk",Both Physical and Mental,Urban
9,Pre-teens,Male,8.31,Moderate Concern,Smartphone,Portable,<30,True,0.43,"Poor Sleep, Obesity Risk",Both Physical and Mental,Urban
13,Teenagers,Female,6.1,Moderate Concern,Smartphone,Portable,<30,True,0.44,Poor Sleep,Mental,Urban
10,Pre-teens,Male,1.85,No harm,TV,Wallmounted,>30,False,0.46,No health impacts,No Impact,Urban
14,Teenagers,Male,6.7,Moderate Concern,Laptop,Portable,<30,True,0.35,"Poor Sleep, Obesity Risk",Both Physical and Mental,Urban
18,Late teens,Female,5.37,Need Attention,Smartphone,Portable,<30,True,0.44,Poor Sleep,Mental,Rural
18,Late teens,Male,1.89,No harm,Smartphone,Portable,<30,False,0.39,No health impacts,No Impact,Rural
12,Pre-teens,Male,5.25,Need Attention,Smartphone,Portable,<30,True,0.39,Poor Sleep,Mental,Urban
11,Pre-teens,Female,4.74,Need Attention,Smartphone,Portable,<30,True,0.45,Obesity Risk,Physical,Rural
12,Pre-teens,Male,5.6,Need Attention,Smartphone,Portable,<30,True,0.38,Poor Sleep,Mental,Urban
15,Teenagers,Male,3.9,Need Attention,Smartphone,Portable,<30,True,0.35,No health impacts,No Impact,Urban
10,Pre-teens,Female,3.89,Need Attention,TV,Wallmounted,>30,True,0.57,No health impacts,No Impact,Urban
14,Teenagers,Female,6.27,Moderate Concern,Tablet,Portable,<30,True,0.32,Poor Sleep,Mental,Urban
13,Teenagers,Male,2.93,No harm,Smartphone,Portable,<30,False,0.39,No health impacts,No Impact,Urban
8,Pre-teens,Male,3.79,Need Attention,Smartphone,Portable,<30,True,0.47,Poor Sleep,Mental,Urban
14,Teenagers,Female,4.95,Need Attention,TV,Wallmounted,>30,True,0.37,Anxiety,Mental,Urban
14,Teenagers,Female,4.13,Need Attention,Smartphone,Portable,<30,True,0.37,"Poor Sleep, Eye Strain",Both Physical and Mental,Urban
8,Pre-teens,Male,5.15,Need Attention,Tablet,Portable,<30,True,0.4,No health impacts,No Impact,Urban
16,Teenagers,Male,5.12,Need Attention,Laptop,Portable,<30,True,0.42,"Poor Sleep, Eye Strain",Both Physical and Mental,Urban
13,Teenagers,Male,6.08,Moderate Concern,Smartphone,Portable,<30,True,0.36,No health impacts,No Impact,Urban
9,Pre-teens,Male,5.88,Need Attention,Smartphone,Portable,<30,True,0.41,Poor Sleep,Mental,Urban
12,Pre-teens,Male,3.97,Need Attention,TV,Wallmounted,>30,True,0.31,No health impacts,No Impact,Urban
18,Late teens,Male,5.27,Need Attention,TV,Wallmounted,>30,True,0.31,Poor Sleep,Mental,Urban
